URL,Typical Entry-Level Education,Work Experience in a Related Occupation,On-the-job Training,"Number of Jobs, 2019","Employment Change, 2019-29",Job_Title,Yearly_Wage,Hourly_Wage,Job_Outlook_2019-29_Rate,Job_Outlook_2019-29_Discription
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Loan closers,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/personal-care-and-service/animal-care-and-service-workers.htm,High school diploma or equivalent,None,See How to Become One,350900,75500,Guide dog instructors,24990.0,12.02,0.22, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,General internists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,High school diploma or equivalent,None,See How to Become One,3286000,-28100,Material recording clerks,30010.0,14.43,-0.01, Decline
https://www.bls.gov/ooh/food-preparation-and-serving/food-preparation-workers.htm,No formal educational credential,None,Short-term on-the-job training,886700,-9500,Food preparation workers,24800.0,11.92,-0.01, Decline
https://www.bls.gov/ooh/healthcare/physical-therapist-assistants-and-aides.htm,See How to Become One,None,See How to Become One,149300,43000,Physical therapy technicians,48990.0,23.55,0.29, Much faster than average
https://www.bls.gov/ooh/media-and-communication/announcers.htm,See How to Become One,None,See How to Become One,76000,700,Ringmasters,39790.0,19.13,0.01, Slower than average
https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,Bachelor's degree,Less than 5 years,None,209700,3400,Barbering instructors,58110.0,0.0,0.02, Slower than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Billing and posting clerks and machine operators,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Dry plasterer helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Mail order clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Reservation agents,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/healthcare/emts-and-paramedics.htm,Postsecondary nondegree award,None,None,265200,17000,Paramedics,35400.0,17.02,0.06, Faster than average
https://www.bls.gov/ooh/business-and-financial/financial-analysts.htm,Bachelor's degree,None,None,487800,26800,Ratings analysts,81590.0,39.22,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/landscape-architects.htm,Bachelor's degree,None,Internship/residency,24500,-600,"Architects, landscape",69360.0,33.35,-0.02, Decline
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Apprentice brickmasons,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm,High school diploma or equivalent,See How to Become One,See How to Become One,187300,19000,Card table attendants,23520.0,11.31,0.1, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Cement patchers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,See How to Become One,See How to Become One,See How to Become One,81900,200,Water transportation workers,57330.0,27.56,0.0, Little or no change
https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,Associate's degree,None,None,112900,18300,Registered veterinary technicians,35320.0,16.98,0.16, Much faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Child psychiatrists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Electric sign assemblers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,45300,3700,Decommissioning and decontamination (D&D) workers,43900.0,21.11,0.08, Much faster than average
https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,High school diploma or equivalent,None,See How to Become One,1343400,3500,Payroll bookkeepers,40540.0,19.49,0.0, Little or no change
https://www.bls.gov/ooh/management/top-executives.htm,Bachelor's degree,5 years or more,None,2774300,115000,Superintendents,104690.0,50.33,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Election clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,Payroll managers,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,Doctoral or professional degree,None,Internship/residency,752400,27300,Radiologists,208000.0,100.0,0.04, As fast as average
https://www.bls.gov/ooh/architecture-and-engineering/electrical-and-electronics-engineers.htm,Bachelor's degree,None,None,328100,10800,Electronic parts designers,101250.0,48.68,0.03, As fast as average
https://www.bls.gov/ooh/education-training-and-library/librarians.htm,Bachelor's degree,None,None,146500,7300,Catalog librarians,59500.0,28.61,0.05, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/mechanical-engineers.htm,Bachelor's degree,None,None,316300,12400,Tool and die engineers,88430.0,42.51,0.04, As fast as average
https://www.bls.gov/ooh/media-and-communication/technical-writers.htm,Bachelor's degree,Less than 5 years,Short-term on-the-job training,58400,4300,Technical illustrators,72850.0,35.03,0.07, Faster than average
https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,High school diploma or equivalent,None,Apprenticeship,52800,2100,Leaded glass installers,44630.0,21.46,0.04, As fast as average
https://www.bls.gov/ooh/healthcare/nursing-assistants.htm,See How to Become One,None,See How to Become One,1579100,119500,Nursing care attendants,29640.0,14.25,0.08, Much faster than average
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Aircraft part assemblers,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/management/human-resources-managers.htm,Bachelor's degree,5 years or more,None,165200,10400,Position description managers,116720.0,56.11,0.06, Faster than average
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Printed circuit board drafters,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/life-physical-and-social-science/forensic-science-technicians.htm,Bachelor's degree,None,Moderate-term on-the-job training,17200,2400,Forensic science technicians,59150.0,28.44,0.14, Much faster than average
https://www.bls.gov/ooh/management/top-executives.htm,Bachelor's degree,5 years or more,None,2774300,115000,Board chairmen,104690.0,50.33,0.04, As fast as average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,License clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/business-and-financial/compensation-benefits-and-job-analysis-specialists.htm,Bachelor's degree,Less than 5 years,None,94400,7500,Retirement plan specialists,64560.0,31.04,0.08, Much faster than average
https://www.bls.gov/ooh/healthcare/nurse-anesthetists-nurse-midwives-and-nurse-practitioners.htm,Master's degree,None,None,263400,117700,Electrophysiology nurse practitioners,115800.0,55.67,0.45, Much faster than average
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Program writers,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Student loan correspondents,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/healthcare/registered-nurses.htm,Bachelor's degree,None,None,3096700,221900,Critical care nurses,73300.0,35.24,0.07, Faster than average
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Reservation and transportation ticket agents and travel clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/entertainment-and-sports/music-directors-and-composers.htm,Bachelor's degree,Less than 5 years,None,58000,1000,Music directors and composers,51670.0,24.84,0.02, Slower than average
https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,High school diploma or equivalent,None,Apprenticeship,1024100,-4200,Hardwood floor installers,48330.0,23.24,0.0, Little or no change
https://www.bls.gov/ooh/architecture-and-engineering/drafters.htm,Associate's degree,None,None,200900,-7100,Gage designers,56830.0,27.32,-0.04, Decline
https://www.bls.gov/ooh/construction-and-extraction/hazardous-materials-removal-workers.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,45300,3700,Hazard waste handlers,43900.0,21.11,0.08, Much faster than average
https://www.bls.gov/ooh/healthcare/physical-therapists.htm,Doctoral or professional degree,None,None,258200,47000,Physiotherapists,89440.0,43.0,0.18, Much faster than average
https://www.bls.gov/ooh/healthcare/veterinarians.htm,Doctoral or professional degree,None,None,89200,14200,Veterinary medicine scientists,95460.0,45.9,0.16, Much faster than average
https://www.bls.gov/ooh/arts-and-design/art-directors.htm,Bachelor's degree,5 years or more,None,99100,-1800,Art directors,94220.0,45.3,-0.02, Decline
https://www.bls.gov/ooh/education-training-and-library/library-technicians-and-assistants.htm,See How to Become One,None,See How to Become One,184600,-7100,Library acquisitions technicians,30560.0,14.69,-0.04, Decline
https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,See How to Become One,None,See How to Become One,1465800,-38000,Passenger booking clerks,35390.0,17.01,-0.03, Decline
https://www.bls.gov/ooh/management/administrative-services-managers.htm,Bachelor's degree,Less than 5 years,None,325900,21200,Records management directors,96940.0,46.61,0.06, Faster than average
https://www.bls.gov/ooh/installation-maintenance-and-repair/heating-air-conditioning-and-refrigeration-mechanics-and-installers.htm,Postsecondary nondegree award,None,Long-term on-the-job training,376800,15100,"Heating, air conditioning, and refrigeration mechanics and installers",48730.0,23.43,0.04, As fast as average
https://www.bls.gov/ooh/management/construction-managers.htm,Bachelor's degree,None,Moderate-term on-the-job training,476700,40400,Construction coordinators,95260.0,45.8,0.08, Much faster than average
https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,No formal educational credential,None,See How to Become One,123400,4100,Floor sanding machine operators,42050.0,20.22,0.03, As fast as average
https://www.bls.gov/ooh/life-physical-and-social-science/zoologists-and-wildlife-biologists.htm,Bachelor's degree,None,None,21000,800,Zoologists and wildlife biologists,63270.0,30.42,0.04, As fast as average
https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,See How to Become One,None,See How to Become One,302100,-10000,Granite-chip terrazzo  finishers,46500.0,22.35,-0.03, Decline
https://www.bls.gov/ooh/production/assemblers-and-fabricators.htm,High school diploma or equivalent,None,Moderate-term on-the-job training,1883700,-204300,Electrical timing device calibrators,33710.0,16.21,-0.11, Decline
https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,See How to Become One,None,See How to Become One,61300,1800,Composition weatherboard installers,44180.0,21.24,0.03, As fast as average
https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm,Bachelor's degree,None,Long-term on-the-job training,131200,-3100,Advertising copy writers,63200.0,30.39,-0.02, Decline
https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,See How to Become One,None,Short-term on-the-job training,1643900,81000,Rod buster helpers,36000.0,17.31,0.05, Faster than average
https://www.bls.gov/ooh/healthcare/occupational-therapists.htm,Master's degree,None,None,143300,22700,OTs,84950.0,40.84,0.16, Much faster than average
https://www.bls.gov/ooh/healthcare/registered-nurses.htm,Bachelor's degree,None,None,3096700,221900,Addiction nurses,73300.0,35.24,0.07, Faster than average
https://www.bls.gov/ooh/arts-and-design/fashion-designers.htm,Bachelor's degree,None,None,28300,-1300,Costume designers,73790.0,35.48,-0.04, Decline
https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm,Bachelor's degree,None,None,52000,-5800,Investigative reporters,46270.0,22.25,-0.11, Decline
https://www.bls.gov/ooh/installation-maintenance-and-repair/medical-equipment-repairers.htm,Associate's degree,None,Moderate-term on-the-job training,53900,2800,Medical equipment repairers,49280.0,23.69,0.05, Faster than average
